time,call,put,future,raw_gap,fee_option_legs,fee_future_leg,total_fees,slip_option_legs,slip_future_leg,total_slippage,total_cost,gross_edge,net_edge,tradable,strategy,pnl_usd,pnl_inr,fees_inr,slip_inr,cum_pnl_inr,cum_fees_inr,cum_slip_inr,portfolio_inr,peak,drawdown_inr,drawdown_pct,month,month_label
2026-06-01 00:05:00,35.145977421999575,158.85635592222582,64992.94219959297,-0.11665257809319958,0.038995765319755786,0.03249647109979649,0.07149223641955227,0.006,0.001,0.007,0.07849223641955227,0.11665257809319958,0.03816034167364731,True,conversion,0.03816034167364731,3.1863885297495504,5.969601741032615,0.5845,3.1863885297495504,5.969601741032615,0.5845,1003.1863885297496,1003.1863885297496,0.0,0.0,2026-06,Jun 2026
2026-06-01 00:55:00,165.87159906854714,166.6086071817961,64891.24364724196,0.10801934464479339,0.03893474618834517,0.032445621823620985,0.07138036801196615,0.006,0.001,0.007,0.07838036801196616,0.10801934464479339,0.02963897663282724,True,reversal,0.02963897663282724,2.4748545488410745,5.960260728999174,0.5845,5.6612430785906245,11.92986247003179,1.169,1005.6612430785906,1005.6612430785906,0.0,0.0,2026-06,Jun 2026
2026-06-01 01:45:00,62.05963974726526,506.92210906106044,64738.9085373119,-0.18377100662569665,0.038843345122387136,0.03236945426865595,0.0712127993910431,0.006,0.001,0.007,0.0782127993910431,0.18377100662569665,0.10555820723465356,True,conversion,0.10555820723465356,8.814110304093573,5.9462687491520985,0.5845,14.475353382684197,17.87613121918389,1.7535,1014.4753533826841,1014.4753533826841,0.0,0.0,2026-06,Jun 2026
2026-06-01 02:00:00,191.91307036508752,316.6810341182623,64730.79909183769,0.14443294440913618,0.03883847945510261,0.03236539954591885,0.07120387900102144,0.006,0.001,0.007,0.07820387900102145,0.14443294440913618,0.06622906540811474,True,reversal,0.06622906540811474,5.530126961577581,5.945523896585291,0.5845,20.005480344261777,23.821655115769182,2.338,1020.0054803442617,1020.0054803442617,0.0,0.0,2026-06,Jun 2026
2026-06-01 03:05:00,132.00218517431856,129.67600334634568,64916.48897287108,0.08583720895689603,0.03894989338372265,0.03245824448643554,0.07140813787015819,0.006,0.001,0.007,0.07840813787015818,0.08583720895689603,0.007429071086737849,True,reversal,0.007429071086737849,0.6203274357426104,5.962579512158209,0.5845,20.625807780004386,29.78423462792739,2.9225000000000003,1020.6258077800044,1020.6258077800044,0.0,0.0,2026-06,Jun 2026
2026-06-01 03:15:00,192.85473964785172,40.209071769607846,64984.42298715089,0.16822268072735697,0.03899065379229053,0.032492211493575444,0.07148286528586599,0.006,0.001,0.007,0.07848286528586598,0.16822268072735697,0.08973981544149098,True,reversal,0.08973981544149098,7.493274589364497,5.96881925136981,0.5845,28.119082369368883,35.7530538792972,3.5070000000000006,1028.119082369369,1028.119082369369,0.0,0.0,2026-06,Jun 2026
2026-06-01 04:35:00,147.37768532723305,245.89561420078658,64782.903101519834,0.11857896960661217,0.0388697418609119,0.03239145155075992,0.07126119341167181,0.006,0.001,0.007,0.07826119341167181,0.11857896960661217,0.04031777619494035,True,reversal,0.04031777619494035,3.366534312277519,5.950309649874596,0.5845,31.485616681646402,41.703363529171796,4.091500000000001,1031.4856166816464,1031.4856166816464,0.0,0.0,2026-06,Jun 2026
2026-06-01 04:55:00,84.02950670371534,330.67196806753975,64865.23336932413,-0.11187583068795516,0.038919140021594474,0.03243261668466207,0.07135175670625654,0.006,0.001,0.007,0.07835175670625653,0.11187583068795516,0.03352407398169862,True,conversion,0.03352407398169862,2.799260177471835,5.957871684972421,0.5845,34.284876859118235,47.66123521414421,4.676000000000001,1034.2848768591182,1034.2848768591182,0.0,0.0,2026-06,Jun 2026
2026-06-01 05:30:00,149.8504023374884,204.55323041528203,64829.23420682458,0.11606296509762837,0.03889754052409475,0.03241461710341229,0.07131215762750703,0.006,0.001,0.007,0.07831215762750704,0.11606296509762837,0.03775080747012133,True,reversal,0.03775080747012133,3.152192423755131,5.954565161896837,0.5845,37.43706928287337,53.61580037604105,5.260500000000001,1037.4370692828734,1037.4370692828734,0.0,0.0,2026-06,Jun 2026
2026-06-01 05:45:00,177.54694438099352,145.70481323597483,64943.01908945993,0.0888230416850896,0.038965811453675954,0.032471509544729965,0.07143732099840591,0.006,0.001,0.007,0.0784373209984059,0.0888230416850896,0.010385720686683697,True,reversal,0.010385720686683697,0.8672076773380887,5.965016303366894,0.5845,38.30427696021145,59.580816679407945,5.8450000000000015,1038.3042769602114,1038.3042769602114,0.0,0.0,2026-06,Jun 2026
